animal_id,source,max_trial,align_session,n_sessions,n_trials_per_session,session_avg_violation,session_avg_violation_stage_4
W074,new,503.0,9.0,660,205.59848484848484,0.184234879825129,0.1479967849897986
W074,old,566.0,9.0,684,128.83260233918128,0.23338491407975223,0.2008378959518265
W074,new_no_touts,,,660,203.0371212121212,0.20519138871936435,0.16469328527626345
W074,old_only_viols,,,200,128.215,0.23338491407975223,0.2008378959518265
