animal_id,model_name,nll,sigma,tau,features,weights,n_test_trials,test_sessions,n_train_trials,train_sessions
W061,t_3,7335.190331982433,1.0,3,"['bias', 'prev_violation_exp_3', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.35915316,  0.38571082, -0.74486399]), array([-1.00158475, -0.91490423,  1.91648898]), array([-0.13102239,  0.1582301 , -0.02720771]), array([ 0.37098325, -0.41558272,  0.04459948]), array([-0.06054452,  0.09385418, -0.03330966]), array([-0.31831569,  0.34666581, -0.02835012]), array([-0.22564127,  0.20463494,  0.02100633])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_4,7339.054306361306,1.0,4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.37544609,  0.39701806, -0.77246415]), array([-1.09258602, -0.98047469,  2.07306071]), array([-0.1311449 ,  0.15812866, -0.02698377]), array([ 0.37141394, -0.41534356,  0.04392963]), array([-0.06136482,  0.09388692, -0.0325221 ]), array([-0.32162283,  0.34818407, -0.02656124]), array([-0.22616116,  0.20673984,  0.01942132])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_5,7348.067976657755,1.0,5,"['bias', 'prev_violation_exp_5', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.38663792,  0.40397695, -0.79061487]), array([-1.16118002, -1.02746767,  2.18864768]), array([-0.13130543,  0.15800958, -0.02670415]), array([ 0.37172181, -0.41517178,  0.04344996]), array([-0.06201396,  0.09397508, -0.03196112]), array([-0.32432121,  0.34939585, -0.02507464]), array([-0.22669067,  0.20835235,  0.01833832])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_6,7358.840102166308,1.0,6,"['bias', 'prev_violation_exp_6', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.39487905,  0.4086127 , -0.80349175]), array([-1.21605202, -1.06382533,  2.27987735]), array([-0.13142157,  0.15793285, -0.02651128]), array([ 0.37192126, -0.41506461,  0.04314335]), array([-0.06252855,  0.09409124, -0.0315627 ]), array([-0.32650529,  0.35039887, -0.02389357]), array([-0.22718475,  0.20961696,  0.01756779])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_7,7370.332786300714,1.0,7,"['bias', 'prev_violation_exp_7', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.40095106,  0.41182039, -0.81277145]), array([-1.26047329, -1.09336851,  2.3538418 ]), array([-0.13149582,  0.15788908, -0.02639326]), array([ 0.37203371, -0.41500087,  0.04296716]), array([-0.06295314,  0.09421246, -0.03125932]), array([-0.32833178,  0.35123039, -0.02289861]), array([-0.22766012,  0.21062227,  0.01703784])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_8,7381.783917837781,1.0,8,"['bias', 'prev_violation_exp_8', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.40559958,  0.41416801, -0.81976759]), array([-1.2937249 , -1.11501838,  2.40874328]), array([-0.13153834,  0.15786915, -0.02633081]), array([ 0.37208592, -0.41497056,  0.04288464]), array([-0.06331208,  0.09432916, -0.03101708]), array([-0.32986817,  0.35193815, -0.02206998]), array([-0.22810333,  0.21143234,  0.01667099])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_10,7403.766660108375,1.0,10,"['bias', 'prev_violation_exp_10', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41174361,  0.41674809, -0.8284917 ]), array([-1.3316371 , -1.13659578,  2.46823288]), array([-0.13150347,  0.1579167 , -0.02641323]), array([ 0.37203399, -0.4149948 ,  0.04296081]), array([-0.06392411,  0.09454084, -0.03061674]), array([-0.33227422,  0.35314229, -0.02086807]), array([-0.22889317,  0.21269716,  0.01619601])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_9,7392.978364834056,1.0,9,"['bias', 'prev_violation_exp_9', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.4090762 ,  0.41571442, -0.82479062]), array([-1.31617966, -1.12837525,  2.44455491]), array([-0.13152846,  0.15788361, -0.02635515]), array([ 0.37207452, -0.41497399,  0.04289947]), array([-0.0636307 ,  0.09443793, -0.03080723]), array([-0.33117198,  0.35256948, -0.0213975 ]), array([-0.22850686,  0.21211907,  0.01638779])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_11,7414.123658811683,1.0,11,"['bias', 'prev_violation_exp_11', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41361035,  0.4174402 , -0.83105055]), array([-1.34037271, -1.14076022,  2.48113293]), array([-0.13145062,  0.15796256, -0.02651194]), array([ 0.37197037, -0.41502409,  0.04305371]), array([-0.06418442,  0.09464033, -0.03045591]), array([-0.33324132,  0.35364996, -0.02040863]), array([-0.22925914,  0.21318759,  0.01607155])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_12,7424.544265717089,1.0,12,"['bias', 'prev_violation_exp_12', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41494862,  0.41777062, -0.83271925]), array([-1.34402621, -1.14099247,  2.48501868]), array([-0.13138468,  0.15802759, -0.02664291]), array([ 0.37190023, -0.41506683,  0.04316659]), array([-0.06440026,  0.0947456 , -0.03034535]), array([-0.33407566,  0.3541251 , -0.02004945]), array([-0.22959438,  0.21361933,  0.01597505])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_0,7862.274815931385,2.0,0,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.09163438,  0.1358075 , -0.22744188]), array([-0.12949117,  0.16035241, -0.03086124]), array([ 0.37081562, -0.41490585,  0.04409023]), array([-0.0682051 ,  0.09806468, -0.02985958]), array([-0.34904953,  0.36776332, -0.01871379]), array([-0.23923371,  0.22364642,  0.0155873 ])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_1,7410.305750678121,2.0,1,"['bias', 'prev_violation_exp_1', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.28286274,  0.32230681, -0.60516955]), array([-0.6529922 , -0.63271505,  1.28570726]), array([-0.13097371,  0.1587108 , -0.02773709]), array([ 0.36933058, -0.4168575 ,  0.04752692]), array([-0.05795415,  0.09484128, -0.03688712]), array([-0.31094356,  0.34367944, -0.03273588]), array([-0.22536692,  0.19964257,  0.02572435])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_2,7347.0790754082445,2.0,2,"['bias', 'prev_violation_exp_2', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.33323833,  0.36565166, -0.69888999]), array([-0.87136123, -0.81470156,  1.68606279]), array([-0.13099796,  0.15844284, -0.02744488]), array([ 0.37038456, -0.41613009,  0.04574554]), array([-0.05938079,  0.09406676, -0.03468597]), array([-0.31432915,  0.34490797, -0.03057882]), array([-0.22526142,  0.20195901,  0.02330241])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_3,7335.1144723573425,2.0,3,"['bias', 'prev_violation_exp_3', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.35972574,  0.38622834, -0.74595409]), array([-1.00363551, -0.91664712,  1.92028263]), array([-0.13108792,  0.15830552, -0.02721759]), array([ 0.37106983, -0.4156915 ,  0.04462167]), array([-0.06054364,  0.09387051, -0.03332687]), array([-0.31829877,  0.34667919, -0.02838042]), array([-0.22565475,  0.20463165,  0.02102309])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_4,7338.971981027105,2.0,4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.37618313,  0.39766755, -0.77385068]), array([-1.09532205, -0.98272386,  2.07804591]), array([-0.13121164,  0.15820338, -0.02699174]), array([ 0.37150221, -0.41545275,  0.04395054]), array([-0.06136313,  0.09390212, -0.032539  ]), array([-0.32160328,  0.34819357, -0.0265903 ]), array([-0.22617101,  0.20673532,  0.01943569])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_5,7347.983267612157,2.0,5,"['bias', 'prev_violation_exp_5', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.38752708,  0.40474386, -0.79227093]), array([-1.16457245, -1.0301844 ,  2.19475685]), array([-0.13137379,  0.15808324, -0.02670945]), array([ 0.37181191, -0.41528112,  0.04346921]), array([-0.06201181,  0.09398929, -0.03197748]), array([-0.32430057,  0.34940197, -0.0251014 ]), array([-0.22669768,  0.20834701,  0.01835067])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_6,7358.757046618206,2.0,6,"['bias', 'prev_violation_exp_6', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.39591109,  0.40948689, -0.80539798]), array([-1.22007783, -1.06698284,  2.28706066]), array([-0.13149157,  0.15800542, -0.02651384]), array([ 0.37201307, -0.4151741 ,  0.04316103]), array([-0.06252611,  0.09410457, -0.03157847]), array([-0.32648423,  0.35040201, -0.02391779]), array([-0.22718942,  0.20961096,  0.01757846])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_7,7370.253777833284,2.0,7,"['bias', 'prev_violation_exp_7', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.40211669,  0.41279385, -0.81491054]), array([-1.26510487, -1.09694649,  2.36205136]), array([-0.13156735,  0.15796061, -0.02639326]), array([ 0.37212698, -0.41511051,  0.04298353]), array([-0.06295054,  0.09422501, -0.03127447]), array([-0.32831075,  0.35123081, -0.02292005]), array([-0.22766292,  0.21061562,  0.0170473 ])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_8,7381.711888169502,2.0,8,"['bias', 'prev_violation_exp_8', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.4068835 ,  0.41522815, -0.82211165]), array([-1.29889275, -1.11896541,  2.41785816]), array([-0.13161119,  0.15793978, -0.02632859]), array([ 0.37218033, -0.41508041,  0.04290008]), array([-0.06330949,  0.09434103, -0.03103153]), array([-0.32984776,  0.35193638, -0.02208862]), array([-0.22810478,  0.21142524,  0.01667954])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_10,7403.712796769352,2.0,10,"['bias', 'prev_violation_exp_10', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41321237,  0.41793952, -0.8311519 ]), array([-1.33762046, -1.14109067,  2.47871113]), array([-0.13157802,  0.15798619, -0.02640817]), array([ 0.3721297 , -0.41510509,  0.0429754 ]), array([-0.06392219,  0.09455175, -0.03062956]), array([-0.33225625,  0.353138  , -0.02088174]), array([-0.22889327,  0.21269003,  0.01620324])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_9,7392.914625394769,2.0,9,"['bias', 'prev_violation_exp_9', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41045957,  0.41684578, -0.82730535]), array([-1.32179016, -1.13262149,  2.45441165]), array([-0.13160227,  0.15795359, -0.02635133]), array([ 0.37216971, -0.41508407,  0.04291436]), array([-0.06362836,  0.09444926, -0.0308209 ]), array([-0.33115271,  0.35256621, -0.0214135 ]), array([-0.22850743,  0.21211188,  0.01639555])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_11,7414.08041735111,2.0,11,"['bias', 'prev_violation_exp_11', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41514957,  0.41868116, -0.83383072]), array([-1.34665328, -1.14545537,  2.49210865]), array([-0.13152563,  0.15803171, -0.02650608]), array([ 0.37206635, -0.4151346 ,  0.04306825]), array([-0.06418301,  0.09465092, -0.03046791]), array([-0.33322489,  0.35364505, -0.02042016]), array([-0.22925909,  0.21318062,  0.01607847])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_12,7424.514334443322,2.0,12,"['bias', 'prev_violation_exp_12', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.41654494,  0.41905058, -0.83559552]), array([-1.35053567, -1.1458381 ,  2.49637377]), array([-0.13145993,  0.1580966 , -0.02663667]), array([ 0.37199632, -0.41517759,  0.04318127]), array([-0.06439934,  0.09475603, -0.03035669]), array([-0.33406083,  0.35412002, -0.02005919]), array([-0.22959443,  0.2136127 ,  0.01598173])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
W061,t_0,7862.280383514155,4.0,0,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.09163171,  0.13580468, -0.22743639]), array([-0.12950734,  0.16037131, -0.03086397]), array([ 0.37083791, -0.4149313 ,  0.04409338]), array([-0.06820968,  0.09807021, -0.02986053]), array([-0.34906123,  0.36777576, -0.01871453]), array([-0.23924298,  0.22365543,  0.01558755])]",7497,"[199  46 157  51 102 106  93  56 176 173  61 172  49 156  83 147 191 144
 189  47  64  94  91 184 143  82 108 140 130 187  57  86 164 175  96 154
 111  70 146]",25072,"[192 190 142 170 163  60 137  85 136  68 159  76 129 197  87 112 109 110
  63  92 117  66 139 194  84  59 177 152  75  78 131 181 150  58 200 126
 124 188 165  71 195  52 158  72 185 168 180 151 160 167 141 179 166 193
  62 178  48 123  74 174 132 145  99 138  77 148 169 133 115 116 125 153
 155 104  88 122  90  65  67  73  79 127 134 118 105  55 149 100  81  50
 114  80 121  95 101 186 196 171 135 113 162  97 103 161 198  53 107  69
 128 120  54 119 182 183]"
