animal_id,model_name,nll,sigma,tau,features,weights,n_test_trials,test_sessions,n_train_trials,train_sessions
W073,t_3,6187.332776955223,4.0,3,"['bias', 'prev_violation_exp_3', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.58118283,  0.44139905, -1.02258188]), array([-2.09511794, -0.92173187,  3.01684981]), array([-0.24980736,  0.20291132,  0.04689604]), array([ 0.71772643, -0.6584022 , -0.05932423]), array([-0.08512375,  0.13126201, -0.04613826]), array([-0.32024633,  0.38634509, -0.06609877]), array([-0.2391702 ,  0.29729437, -0.05812417])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_4,6225.819522558543,4.0,4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.59460663,  0.4411523 , -1.03575893]), array([-2.22193212, -0.97308288,  3.19501501]), array([-0.25052447,  0.20245153,  0.04807294]), array([ 0.71833952, -0.65785661, -0.06048291]), array([-0.08669788,  0.13172858, -0.0450307 ]), array([-0.32842734,  0.38576966, -0.05734232]), array([-0.24034151,  0.29999748, -0.05965597])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_5,6266.7268343049,4.0,5,"['bias', 'prev_violation_exp_5', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60191828,  0.43990563, -1.04182391]), array([-2.31000965, -1.01839435,  3.328404  ]), array([-0.25092599,  0.20199748,  0.0489285 ]), array([ 0.71831283, -0.65736047, -0.06095236]), array([-0.08825645,  0.13197097, -0.04371452]), array([-0.33452336,  0.38568826, -0.0511649 ]), array([-0.24271438,  0.30128135, -0.05856697])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_6,6305.50840699794,4.0,6,"['bias', 'prev_violation_exp_6', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60568435,  0.43900088, -1.04468523]), array([-2.37345408, -1.06227183,  3.43572591]), array([-0.25116853,  0.20154345,  0.04962508]), array([ 0.71803228, -0.65689454, -0.06113774]), array([-0.08967785,  0.13210052, -0.04242267]), array([-0.33920796,  0.3858293 , -0.04662134]), array([-0.24549487,  0.30183134, -0.05633647])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_7,6341.359824621438,4.0,7,"['bias', 'prev_violation_exp_7', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60738567,  0.43831098, -1.04569664]), array([-2.42223576, -1.10372963,  3.52596539]), array([-0.25118775,  0.20115442,  0.05003332]), array([ 0.71752537, -0.65650918, -0.0610162 ]), array([-0.09098124,  0.13216687, -0.04118563]), array([-0.3429177 ,  0.38608908, -0.04317138]), array([-0.24833951,  0.30198476, -0.05364525])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_8,6373.973587322736,4.0,8,"['bias', 'prev_violation_exp_8', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.6076424 ,  0.43790645, -1.04554884]), array([-2.46054591, -1.1436603 ,  3.60420621]), array([-0.2510097 ,  0.20088755,  0.05012215]), array([ 0.71683511, -0.656258  , -0.06057712]), array([-0.09212862,  0.13218868, -0.04006006]), array([-0.34586714,  0.38644588, -0.04057874]), array([-0.25102242,  0.30196021, -0.05093779])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_10,6430.125035567426,4.0,10,"['bias', 'prev_violation_exp_10', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60576575,  0.43796473, -1.04373047]), array([-2.51658029, -1.2192352 ,  3.73581549]), array([-0.25041214,  0.2005476 ,  0.04986454]), array([ 0.7152388 , -0.65601058, -0.05922823]), array([-0.0941158 ,  0.13211192, -0.03799611]), array([-0.3502961 ,  0.38727652, -0.03698042]), array([-0.25587291,  0.30159221, -0.0457193 ])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_9,6403.463018575656,4.0,9,"['bias', 'prev_violation_exp_9', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60694171,  0.43784028, -1.04478199]), array([-2.49151193, -1.18268043,  3.67419236]), array([-0.25073813,  0.20068528,  0.05005285]), array([ 0.71604913, -0.6560941 , -0.05995504]), array([-0.09316389,  0.13217186, -0.03900797]), array([-0.34828961,  0.38684306, -0.03855344]), array([-0.25354763,  0.30181002, -0.04826239])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_11,6454.507864979891,4.0,11,"['bias', 'prev_violation_exp_11', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60418321,  0.43825459, -1.0424378 ]), array([-2.52926631, -1.25011664,  3.77938296]), array([-0.25000583,  0.20047882,  0.04952701]), array([ 0.71439068, -0.6559901 , -0.05840057]), array([-0.09496911,  0.1320403 , -0.03707119]), array([-0.35198631,  0.38772198, -0.03573567]), array([-0.25802424,  0.30134901, -0.04332476])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_12,6477.05850381448,4.0,12,"['bias', 'prev_violation_exp_12', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60241562,  0.43853672, -1.04095234]), array([-2.5372247 , -1.27743204,  3.81465675]), array([-0.24959392,  0.20045904,  0.04913487]), array([ 0.71354508, -0.65601591, -0.05752917]), array([-0.09573855,  0.13196493, -0.03622639]), array([-0.3534354 ,  0.38817385, -0.03473845]), array([-0.25995353,  0.30110354, -0.04115001])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_0,7172.421795129736,8.0,0,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.0737291 ,  0.09915663, -0.17288573]), array([-0.23208245,  0.20674649,  0.02533596]), array([ 0.68424828, -0.66343374, -0.02081454]), array([-0.11635606,  0.13010493, -0.01374888]), array([-0.38620423,  0.41073276, -0.02452854]), array([-0.30450922,  0.30324343,  0.00126579])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_1,6224.137680942395,8.0,1,"['bias', 'prev_violation_exp_1', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.48679077,  0.4040545 , -0.89084527]), array([-1.51875632, -0.71935734,  2.23811366]), array([-0.24630646,  0.20284051,  0.04346594]), array([ 0.71079862, -0.6590117 , -0.05178692]), array([-0.08595565,  0.12715633, -0.04120069]), array([-0.29582279,  0.39164439, -0.0958216 ]), array([-0.25598575,  0.27794586, -0.02196011])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_2,6166.914971702496,8.0,2,"['bias', 'prev_violation_exp_2', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.55374075,  0.43596463, -0.98970538]), array([-1.89166614, -0.85299177,  2.74465791]), array([-0.24874019,  0.203126  ,  0.04561419]), array([ 0.71610422, -0.65873474, -0.05736948]), array([-0.08399451,  0.13021051, -0.04621599]), array([-0.30910939,  0.38797492, -0.07886553]), array([-0.24195481,  0.2911737 , -0.04921889])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_3,6187.332140681714,8.0,3,"['bias', 'prev_violation_exp_3', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.5812779 ,  0.44144245, -1.02272035]), array([-2.09560694, -0.9217515 ,  3.01735843]), array([-0.249826  ,  0.20291971,  0.04690629]), array([ 0.71775787, -0.6584143 , -0.05934357]), array([-0.08512145,  0.13126719, -0.04614574]), array([-0.32024452,  0.38635053, -0.066106  ]), array([-0.23916463,  0.29730116, -0.05813653])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_4,6225.821321761596,8.0,4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.59472348,  0.44120078, -1.03592426]), array([-2.222546  , -0.97310753,  3.19565353]), array([-0.25054431,  0.2024598 ,  0.04808452]), array([ 0.71837315, -0.65786851, -0.06050464]), array([-0.08669527,  0.1317339 , -0.04503863]), array([-0.32842671,  0.38577439, -0.05734768]), array([-0.24033449,  0.30000491, -0.05967042])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_5,6266.731479608062,8.0,5,"['bias', 'prev_violation_exp_5', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60205392,  0.43995874, -1.04201267]), array([-2.31073029, -1.01842857,  3.32915885]), array([-0.25094681,  0.20200558,  0.04894123]), array([ 0.71834806, -0.65737214, -0.06097593]), array([-0.08825366,  0.1319764 , -0.04372274]), array([-0.33452363,  0.38569242, -0.05116879]), array([-0.24270659,  0.30128913, -0.05858254])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_6,6305.515768947755,8.0,6,"['bias', 'prev_violation_exp_6', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.6058363,  0.4390587, -1.044895 ]), array([-2.37426633, -1.06232049,  3.43658682]), array([-0.25119014,  0.20155133,  0.04963881]), array([ 0.71806872, -0.65690594, -0.06116278]), array([-0.08967497,  0.13210603, -0.04243107]), array([-0.33920887,  0.38583296, -0.04662409]), array([-0.2454867 ,  0.30183928, -0.05635258])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_7,6341.369636478765,8.0,7,"['bias', 'prev_violation_exp_7', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60755208,  0.43837356, -1.04592565]), array([-2.42312915, -1.10379596,  3.52692511]), array([-0.25120995,  0.20116206,  0.05004789]), array([ 0.71756272, -0.6565203 , -0.06104242]), array([-0.09097831,  0.13217244, -0.04119412]), array([-0.34291906,  0.38609231, -0.04317325]), array([-0.24833122,  0.30199272, -0.05366151])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_8,6373.985388748122,8.0,8,"['bias', 'prev_violation_exp_8', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60782175,  0.43797394, -1.04579568]), array([-2.46151193, -1.14374722,  3.60525915]), array([-0.25103237,  0.20089496,  0.05013741]), array([ 0.71687314, -0.65626888, -0.06060426]), array([-0.09212565,  0.13219429, -0.04006863]), array([-0.34586878,  0.3864487 , -0.04057992]), array([-0.2510141 ,  0.30196813, -0.05095403])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_10,6430.139744410397,8.0,10,"['bias', 'prev_violation_exp_10', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60596748,  0.43804241, -1.04400989]), array([-2.51767264, -1.21936969,  3.73704233]), array([-0.2504354,  0.2005546,  0.0498808]), array([ 0.71527767, -0.65602105, -0.05925662]), array([-0.0941128 ,  0.13211754, -0.03800474]), array([-0.35029796,  0.38727868, -0.03698072]), array([-0.25586474,  0.30159988, -0.04573514])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_9,6403.476419120258,8.0,9,"['bias', 'prev_violation_exp_9', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60713281,  0.43791287, -1.04504568]), array([-2.49254418, -1.18279054,  3.67533472]), array([-0.25076114,  0.20069247,  0.05006867]), array([ 0.71608765, -0.65610475, -0.05998289]), array([-0.0931609 ,  0.13217749, -0.03901659]), array([-0.34829141,  0.38684552, -0.03855411]), array([-0.25353936,  0.30181783, -0.04827848])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_11,6454.523552559956,8.0,11,"['bias', 'prev_violation_exp_11', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60439334,  0.43833685, -1.04273019]), array([-2.53040323, -1.25027512,  3.78067836]), array([-0.25002919,  0.20048568,  0.04954352]), array([ 0.71442965, -0.65600046, -0.05842919]), array([-0.09496613,  0.1320459 , -0.03707977]), array([-0.35198817,  0.38772388, -0.0357357 ]), array([-0.25801628,  0.30135651, -0.04334022])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_12,6477.075036379567,8.0,12,"['bias', 'prev_violation_exp_12', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.60263302,  0.43862329, -1.04125632]), array([-2.53839931, -1.27761396,  3.81601327]), array([-0.2496173 ,  0.20046578,  0.04915152]), array([ 0.71358404, -0.65602618, -0.05755786]), array([-0.0957356,  0.1319705, -0.0362349]), array([-0.35343724,  0.38817554, -0.0347383 ]), array([-0.25994579,  0.30111084, -0.04116505])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
W073,t_0,7172.421716336854,16.0,0,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.07372849,  0.09915626, -0.17288475]), array([-0.23208516,  0.20674902,  0.02533614]), array([ 0.68425227, -0.66343752, -0.02081475]), array([-0.11635699,  0.13010589, -0.0137489 ]), array([-0.38620558,  0.41073416, -0.02452858]), array([-0.30451063,  0.30324482,  0.00126581])]",7750,"[ 52  32 140  37  57 150 103 165 167  90 161  35 151 169 119 112 106  33
  61  79 176  97 125 164 160 146 192 184  53  87 168 135 152  89 182  80
  67  92]",21227,"[185  83 134  56 143  82 162  65 175  73 121 190  84 104 101 132  59  88
 145 105 131 187  81  55  63 170 137  72  75 188 174 159  54 136 193 181
 154  68 147  38 126  69 139 180 173 142 149 183 141 172 155 186  58 171
  34 118  71 163 127  94 133  74 158 128 110 111 120 148  99  85 117  86
  62  64  70  76 122 129 113 100  51 144  95  78  36 124 138 153 109 107
  77 116  91  96 179 189 166 130 108 157  93  98 156 191  49 102  66 123
 115  50 114 177 178]"
