animal_id,model_name,nll,sigma,tau,features,weights
W051,t_2,167746.2059422807,0.0,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.42853378,  0.4312797 , -0.85981348]), array([-0.35774727,  0.35517266,  0.00257461]), array([ 0.57273203, -0.6227839 ,  0.05005187]), array([-0.05737335,  0.07802791, -0.02065456]), array([-0.17972798,  0.19116887, -0.01144089]), array([-0.12962936,  0.1357674 , -0.00613804]), array([-1.15991401, -1.17841756,  2.33833157])]"
W051,t_3,166690.02639652445,0.0,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.46555155,  0.46788198, -0.93343353]), array([-0.35764185,  0.35546706,  0.00217479]), array([ 0.57293126, -0.62318422,  0.05025295]), array([-0.05865413,  0.07751948, -0.01886535]), array([-0.18197897,  0.19270123, -0.01072226]), array([-0.12996615,  0.13635   , -0.00638385]), array([-1.29705539, -1.31266269,  2.60971808])]"
W051,t_4,166503.31448588334,0.0,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.48628779,  0.48768912, -0.97397691]), array([-0.35765751,  0.35556569,  0.00209182]), array([ 0.57331026, -0.62304202,  0.04973175]), array([-0.05966208,  0.07731811, -0.01765602]), array([-0.18409562,  0.19405603, -0.00996041]), array([-0.13033571,  0.13695163, -0.00661592]), array([-1.38034741, -1.39054068,  2.77088809])]"
W051,t_5,166673.95831905314,0.0,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.49918169,  0.49946653, -0.99864821]), array([-0.35773544,  0.35557536,  0.00216008]), array([ 0.57373666, -0.62269157,  0.04895491]), array([-0.06042827,  0.0772826 , -0.01685433]), array([-0.18596754,  0.1952024 , -0.00923487]), array([-0.13065255,  0.1375119 , -0.00685935]), array([-1.43551174, -1.43957482,  2.87508656])]"
W051,t_6,167008.46011552244,0.0,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.507709  ,  0.50684445, -1.01455345]), array([-0.35785319,  0.35552667,  0.00232652]), array([ 0.57417529, -0.62225092,  0.04807563]), array([-0.0610177,  0.0773406, -0.0163229]), array([-0.18762826,  0.19616721, -0.00853895]), array([-0.13092442,  0.13801949, -0.00709506]), array([-1.47409777, -1.47209284,  2.94619062])]"
W051,t_7,167418.85758808441,0.0,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.51360196,  0.51157296, -1.02517492]), array([-0.35798028,  0.35545488,  0.0025254 ]), array([ 0.57458473, -0.62179503,  0.04721029]), array([-0.06149472,  0.07743678, -0.01594206]), array([-0.1891133 ,  0.19698521, -0.00787191]), array([-0.13116085,  0.13849042, -0.00732957]), array([-1.50228109, -1.49432319,  2.99660428])]"
W051,t_2,200521.4157354651,0.001,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.07686465,  0.08321265, -0.1600773 ]), array([-0.00182223, -0.00185878,  0.00368102]), array([ 0.04701501, -0.0523176 ,  0.00530259]), array([-0.00526617,  0.00615182, -0.00088566]), array([-0.03006913,  0.03052704, -0.00045791]), array([-0.02038235,  0.02077436, -0.00039201]), array([-0.01965414, -0.01960701,  0.03926115])]"
W051,t_3,200595.47518507708,0.001,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.07659324,  0.0829402 , -0.15953344]), array([-0.00182217, -0.00185868,  0.00368085]), array([ 0.0470152 , -0.05231746,  0.00530226]), array([-0.00526753,  0.00615071, -0.00088318]), array([-0.0300722 ,  0.03052871, -0.00045652]), array([-0.0203839 ,  0.02077635, -0.00039245]), array([-0.01872123, -0.01867151,  0.03739274])]"
W051,t_4,200656.26978678946,0.001,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.07636332,  0.08270599, -0.15906931]), array([-0.00182218, -0.00185866,  0.00368084]), array([ 0.04701534, -0.05231736,  0.00530201]), array([-0.00526824,  0.00615019, -0.00088195]), array([-0.03007421,  0.03052977, -0.00045556]), array([-0.02038488,  0.02077767, -0.00039279]), array([-0.0179269 , -0.01786252,  0.03578941])]"
W051,t_5,200707.07869601125,0.001,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.07616408,  0.08250159, -0.15866567]), array([-0.00182224, -0.0018587 ,  0.00368094]), array([ 0.04701543, -0.05231729,  0.00530186]), array([-0.00526865,  0.00614991, -0.00088125]), array([-0.03007566,  0.03053053, -0.00045487]), array([-0.02038557,  0.02077865, -0.00039308]), array([-0.01723671, -0.01715435,  0.03439106])]"
W051,t_6,200750.37848362647,0.001,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.07598797,  0.08232086, -0.15830883]), array([-0.00182233, -0.00185878,  0.00368111]), array([ 0.0470155 , -0.05231724,  0.00530174]), array([-0.00526891,  0.00614975, -0.00088084]), array([-0.03007679,  0.03053109, -0.00045429]), array([-0.0203861,  0.0207794, -0.0003933]), array([-0.01662553, -0.01652695,  0.03315249])]"
W051,t_7,200787.8544355601,0.001,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.07583049,  0.08215883, -0.15798932]), array([-0.00182244, -0.00185888,  0.00368132]), array([ 0.04701553, -0.05231722,  0.00530169]), array([-0.0052691 ,  0.00614966, -0.00088056]), array([-0.03007772,  0.03053152, -0.0004538 ]), array([-0.02038652,  0.02078001, -0.00039348]), array([-0.01607826, -0.01596367,  0.03204193])]"
W051,t_2,167761.94143394037,0.05,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.41635535,  0.41894385, -0.83529919]), array([-0.354252  ,  0.35140913,  0.00284287]), array([ 0.56871524, -0.6176887 ,  0.04897346]), array([-0.05752947,  0.07751582, -0.01998634]), array([-0.18001533,  0.19106559, -0.01105023]), array([-0.1293705 ,  0.13535166, -0.00598119]), array([-1.12540213, -1.14226298,  2.26766512])]"
W051,t_3,166714.44912336764,0.05,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.44932357,  0.45148375, -0.90080732]), array([-0.35414165,  0.35168078,  0.00246096]), array([ 0.56894015, -0.61796193,  0.04902172]), array([-0.05882791,  0.07703621, -0.01820842]), array([-0.18232604,  0.19264108, -0.01031507]), array([-0.12976998,  0.13596735, -0.00619747]), array([-1.24922883, -1.26317239,  2.51240123])]"
W051,t_4,166533.99043764587,0.05,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.46710091,  0.46837731, -0.93547822]), array([-0.35414372,  0.35177315,  0.00237058]), array([ 0.56931125, -0.61776363,  0.04845237]), array([-0.0598352 ,  0.07685805, -0.01702285]), array([-0.18445314,  0.1940182 , -0.00956507]), array([-0.13018095,  0.13658891, -0.00640796]), array([-1.32232498, -1.3311908 ,  2.65351577])]"
W051,t_5,166709.2583892979,0.05,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.4777354 ,  0.47797326, -0.95570867]), array([-0.35420416,  0.35178395,  0.00242023]), array([ 0.56971362, -0.61739334,  0.0476797 ]), array([-0.06059837,  0.07683763, -0.01623925]), array([-0.18631405,  0.19517897, -0.00886492]), array([-0.13053021,  0.13716159, -0.00663137]), array([-1.36953838, -1.37278371,  2.74232211])]"
W051,t_6,167047.1511052365,0.05,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.4844756 ,  0.48365723, -0.96813283]), array([-0.35430283,  0.35174011,  0.00256272]), array([ 0.57012048, -0.61695229,  0.04683181]), array([-0.06118587,  0.07690426, -0.01571839]), array([-0.18795337,  0.19615537, -0.00820201]), array([-0.13082942,  0.13767678, -0.00684736]), array([-1.40178612, -1.39953718,  2.8013233 ])]"
W051,t_7,167460.0418069334,0.05,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.48891034,  0.48703038, -0.97594072]), array([-0.3544114 ,  0.35167417,  0.00273724]), array([ 0.57049655, -0.61650534,  0.04600883]), array([-0.06166171,  0.07700547, -0.01534374]), array([-0.18941211,  0.19698403, -0.00757192]), array([-0.13108997,  0.13815141, -0.00706141]), array([-1.42478897, -1.41719359,  2.84198258])]"
W051,t_2,167747.0521026231,0.1,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.4253841 ,  0.42808771, -0.85347181]), array([-0.35686743,  0.35422327,  0.00264417]), array([ 0.57172314, -0.62149413,  0.04977099]), array([-0.05741637,  0.07789724, -0.02048087]), array([-0.17980502,  0.19114446, -0.01133944]), array([-0.12956607,  0.13566324, -0.00609717]), array([-1.15099987, -1.16906812,  2.32006799])]"
W051,t_3,166691.50329808734,0.1,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.46131548,  0.46359942, -0.9249149 ]), array([-0.35676075,  0.35451148,  0.00224923]), array([ 0.57192998, -0.62185946,  0.04992953]), array([-0.05870265,  0.07739591, -0.01869326]), array([-0.18207275,  0.19268839, -0.01061565]), array([-0.12991967,  0.13625459, -0.00633486]), array([-1.28457917, -1.29974009,  2.5843192 ])]"
W051,t_4,166505.13228388655,0.1,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.48124625,  0.4826127 , -0.96385895]), array([-0.35677271,  0.35460841,  0.0021643 ]), array([ 0.57230742, -0.62170123,  0.04939381]), array([-0.05971107,  0.07720039, -0.01748932]), array([-0.18419301,  0.19404936, -0.00985636]), array([-0.13030053,  0.13686156, -0.00656103]), array([-1.3651048 , -1.37493859,  2.74004339])]"
W051,t_5,166675.97033716866,0.1,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.49351919,  0.49378988, -0.98730907]), array([-0.35684586,  0.35461836,  0.0022275 ]), array([ 0.57272776, -0.62134459,  0.04861683]), array([-0.06047694,  0.07716872, -0.01669178]), array([-0.18606266,  0.19519984, -0.00913718]), array([-0.13062624,  0.13742522, -0.00679897]), array([-1.41809176, -1.42193156,  2.84002332])]"
W051,t_6,167010.55340483377,0.1,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.50155224,  0.50069872, -1.00225096]), array([-0.35695837,  0.35457098,  0.00238741]), array([ 0.57315811, -0.62090313,  0.047745  ]), array([-0.06106623,  0.07722889, -0.01616267]), array([-0.1877182 ,  0.19616801, -0.00844982]), array([-0.13090563,  0.13793492, -0.00702929]), array([-1.45493139, -1.45285872,  2.90779011])]"
W051,t_7,167420.95252099098,0.1,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.50704025,  0.50505034, -1.01209059]), array([-0.35708023,  0.35450091,  0.00257976]), array([ 0.57355904, -0.62044876,  0.04689061]), array([-0.0615432 ,  0.07732637, -0.01578306]), array([-0.18919633,  0.19698943, -0.00779218]), array([-0.13114899,  0.13840663, -0.00725846]), array([-1.48168154, -1.4738219 ,  2.95550346])]"
W051,t_2,167746.20985595527,0.2,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.42773944,  0.43047457, -0.858214  ]), array([-0.35752695,  0.35493475,  0.00259213]), array([ 0.57247954, -0.62246042,  0.04998093]), array([-0.05738436,  0.07799506, -0.02061072]), array([-0.17974762,  0.19116277, -0.01141534]), array([-0.12961363,  0.13574136, -0.00612769]), array([-1.15766661, -1.17605965,  2.33372629])]"
W051,t_3,166690.07763253397,0.2,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.46448053,  0.46679906, -0.93127959]), array([-0.35742126,  0.35522752,  0.00219353]), array([ 0.5726808 , -0.62285171,  0.0501711 ]), array([-0.05866659,  0.07748842, -0.01882179]), array([-0.18200292,  0.19269812, -0.01069533]), array([-0.12995468,  0.13632619, -0.00637142]), array([-1.29390143, -1.30939506,  2.60329666])]"
W051,t_4,166503.36085270531,0.2,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.48501081,  0.48640316, -0.97141397]), array([-0.3574359 ,  0.35532579,  0.00211014]), array([ 0.57305941, -0.6227054 ,  0.04964606]), array([-0.05967472,  0.07728849, -0.01761378]), array([-0.18412052,  0.19405453, -0.00993406]), array([-0.13032715,  0.13692916, -0.006602  ]), array([-1.37648677, -1.38658824,  2.76307502])]"
W051,t_5,166673.9808997644,0.2,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.4977455 ,  0.49802665, -0.99577215]), array([-0.35751264,  0.3553355 ,  0.00217706]), array([ 0.5734843 , -0.62235331,  0.0488691 ]), array([-0.06044089,  0.07725393, -0.01681311]), array([-0.18599189,  0.19520199, -0.00921009]), array([-0.13064629,  0.13749027, -0.00684405]), array([-1.4310934 , -1.43509936,  2.8661927 ])]"
W051,t_6,167008.44453372076,0.2,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.50614586,  0.50528403, -1.01142989]), array([-0.35762898,  0.35528721,  0.00234191]), array([ 0.57392081, -0.62191243,  0.04799162]), array([-0.06103028,  0.07731249, -0.01628223]), array([-0.18765152,  0.19616747, -0.00851652]), array([-0.13091989,  0.1379986 , -0.00707818]), array([-1.46923124, -1.46720888,  2.93644026])]"
W051,t_7,167418.79448660213,0.2,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.51193468,  0.50991558, -1.02185026]), array([-0.35775483,  0.35521575,  0.00253901]), array([ 0.57432811, -0.62145687,  0.04712903]), array([-0.06150732,  0.07740898, -0.01590168]), array([-0.18913477,  0.19698642, -0.00785179]), array([-0.13115814,  0.13846969, -0.00731136]), array([-1.49704653, -1.48911371,  2.98615994])]"
W051,t_2,167746.1937008733,0.4,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.42833476,  0.43107796, -0.85941272]), array([-0.35769215,  0.35511316,  0.00257899]), array([ 0.57266888, -0.62270298,  0.0500341 ]), array([-0.05737611,  0.07801969, -0.02064358]), array([-0.17973288,  0.19116735, -0.01143447]), array([-0.12962544,  0.13576089, -0.00613545]), array([-1.15935097, -1.17782677,  2.33717775])]"
W051,t_3,166690.0188385258,0.4,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.46528303,  0.46761047, -0.9328935 ]), array([-0.35758666,  0.35540715,  0.00217951]), array([ 0.57286862, -0.62310103,  0.05023241]), array([-0.05865727,  0.0775117 , -0.01885443]), array([-0.18198498,  0.19270048, -0.0107155 ]), array([-0.1299633 ,  0.13634404, -0.00638074]), array([-1.2962647 , -1.31184344,  2.60810814])]"
W051,t_4,166503.29983325512,0.4,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.48596748,  0.48736656, -0.97333404]), array([-0.35760209,  0.35550567,  0.00209641]), array([ 0.57324753, -0.62295778,  0.04971025]), array([-0.05966527,  0.07731069, -0.01764543]), array([-0.18410188,  0.19405567, -0.0099538 ]), array([-0.13033359,  0.13694602, -0.00661243]), array([-1.37937906, -1.38954925,  2.76892831])]"
W051,t_5,166673.9329761697,0.4,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.49882132,  0.49910523, -0.99792655]), array([-0.35767971,  0.35551536,  0.00216434]), array([ 0.57367355, -0.62260692,  0.04893336]), array([-0.06043145,  0.07727543, -0.01684398]), array([-0.18597366,  0.19520231, -0.00922865]), array([-0.130651 ,  0.1375065, -0.0068555]), array([-1.43440309, -1.4384518 ,  2.87285489])]"
W051,t_6,167008.4213833934,0.4,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.50731668,  0.50645281, -1.01376949]), array([-0.35779714,  0.35546674,  0.00233034]), array([ 0.57411165, -0.62216621,  0.04805452]), array([-0.06102087,  0.07733356, -0.01631269]), array([-0.18763407,  0.19616734, -0.00853328]), array([-0.13092336,  0.13801422, -0.00709087]), array([-1.47287635, -1.47086704,  2.94374339])]"
W051,t_7,167418.80380727572,0.4,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.51318341,  0.5111569 , -1.02434032]), array([-0.35792388,  0.35539506,  0.00252881]), array([ 0.57452054, -0.62171041,  0.04718987]), array([-0.0614979 ,  0.07742982, -0.01593192]), array([-0.18911869,  0.19698554, -0.00786685]), array([-0.13116022,  0.13848523, -0.00732501]), array([-1.50096699, -1.49301539,  2.99398237])]"
W051,t_2,167746.19708967477,0.5,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.42840638,  0.43115055, -0.85955692]), array([-0.35771206,  0.35513451,  0.00257734]), array([ 0.5726916 , -0.62273212,  0.05004048]), array([-0.05737508,  0.07802268, -0.0206475 ]), array([-0.17973104,  0.19116796, -0.01143671]), array([-0.12962682,  0.13576327, -0.00613634]), array([-1.15955358, -1.17803935,  2.33759293])]"
W051,t_3,166690.01997795753,0.5,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.46537962,  0.46770813, -0.93308775]), array([-0.35760592,  0.3554293 ,  0.00217841]), array([ 0.5728917 , -0.62313042,  0.05024031]), array([-0.05865624,  0.07751443, -0.01885843]), array([-0.1819835 ,  0.19270009, -0.0107186 ]), array([-0.1299642 ,  0.1363463 , -0.00638174]), array([-1.29654915, -1.31213814,  2.60868729])]"
W051,t_4,166503.30307845352,0.5,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.4860827 ,  0.48748259, -0.97356529]), array([-0.3576213 ,  0.35552801,  0.0020955 ]), array([ 0.57326987, -0.62298834,  0.04971773]), array([-0.05966407,  0.07731342, -0.01764918]), array([-0.18409963,  0.1940558 , -0.00995617]), array([-0.13033438,  0.13694801, -0.00661372]), array([-1.37972735, -1.38990583,  2.76963337])]"
W051,t_5,166673.93970818206,0.5,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.49895095,  0.49923519, -0.99818615]), array([-0.35769896,  0.35553778,  0.00216363]), array([ 0.57369513, -0.62263853,  0.04893997]), array([-0.06043029,  0.07727802, -0.01684769]), array([-0.18597163,  0.19520218, -0.00923105]), array([-0.1306514 ,  0.13750861, -0.00685673]), array([-1.43480189, -1.43885575,  2.87365769])]"
W051,t_6,167008.4326289079,0.5,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.5074578 ,  0.50659368, -1.01405148]), array([-0.3578173 ,  0.35548832,  0.00232898]), array([ 0.57413457, -0.62219669,  0.04806212]), array([-0.06101973,  0.07733609, -0.01631637]), array([-0.18763197,  0.19616729, -0.00853532]), array([-0.13092374,  0.13801612, -0.00709238]), array([-1.47331569, -1.47130795,  2.94462365])]"
W051,t_7,167418.8202255304,0.5,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.51333396,  0.51130655, -1.02464051]), array([-0.35794418,  0.35541659,  0.00252759]), array([ 0.57454365, -0.62174087,  0.04719721]), array([-0.06149676,  0.07743233, -0.01593557]), array([-0.18911676,  0.19698542, -0.00786867]), array([-0.13116045,  0.1384871 , -0.00732665]), array([-1.50143964, -1.49348578,  2.99492542])]"
W060,t_2,153886.57542966615,0.0,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.42624522,  0.43591711, -0.86216233]), array([-0.37310601,  0.36913951,  0.00396649]), array([ 0.59179806, -0.63853965,  0.04674158]), array([-0.06246035,  0.08237804, -0.01991769]), array([-0.18194105,  0.19976949, -0.01782844]), array([-0.13865549,  0.14019295, -0.00153746]), array([-1.16616134, -1.16068905,  2.3268504 ])]"
W060,t_3,152957.66549114865,0.0,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.46320999,  0.4713394 , -0.93454938]), array([-0.37300838,  0.36943806,  0.00357032]), array([ 0.59195641, -0.6390582 ,  0.04710179]), array([-0.06364217,  0.08197643, -0.01833426]), array([-0.18439688,  0.20099587, -0.01659899]), array([-0.13863101,  0.14112749, -0.00249648]), array([-1.30739698, -1.29329101,  2.60068799])]"
W060,t_4,152808.5600737476,0.0,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.48394432,  0.49035504, -0.97429935]), array([-0.37301314,  0.36955246,  0.00346068]), array([ 0.59227377, -0.63901798,  0.04674421]), array([-0.06459641,  0.08184533, -0.01724892]), array([-0.18667398,  0.20211297, -0.01543899]), array([-0.13876427,  0.14196202, -0.00319776]), array([-1.39338212, -1.37002938,  2.76341151])]"
W060,t_5,152980.3644510179,0.0,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.49684404,  0.50156482, -0.99840886]), array([-0.3730869 ,  0.36956979,  0.0035171 ]), array([ 0.59265689, -0.63873335,  0.04607646]), array([-0.06533337,  0.08186191, -0.01652854]), array([-0.18868858,  0.20306262, -0.01437404]), array([-0.13891965,  0.1426792 , -0.00375955]), array([-1.45038523, -1.41825455,  2.86863978])]"
W060,t_6,153297.66574676993,0.0,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.50537729,  0.50854606, -1.01392335]), array([-0.37321981,  0.3695117 ,  0.00370811]), array([ 0.59307651, -0.63832916,  0.04525265]), array([-0.06590894,  0.0819575 , -0.01604856]), array([-0.19047981,  0.20385648, -0.01337667]), array([-0.13908021,  0.14329259, -0.00421238]), array([-1.49024471, -1.45030602,  2.94055072])]"
W060,t_7,153680.80000642932,0.0,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.51126635,  0.51299784, -1.02426419]), array([-0.37337073,  0.36942505,  0.00394568]), array([ 0.59348873, -0.63789057,  0.04440184]), array([-0.0663778 ,  0.08208654, -0.01570874]), array([-0.19208268,  0.20452962, -0.01244694]), array([-0.13923936,  0.14383065, -0.00459129]), array([-1.51929672, -1.47232641,  2.99162313])]"
W060,t_2,185149.8228295009,0.001,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.08704583,  0.09960435, -0.18665019]), array([-0.0022244 , -0.00118891,  0.00341331]), array([ 0.04575022, -0.0506968 ,  0.00494658]), array([-0.00546971,  0.00632941, -0.0008597 ]), array([-0.02854553,  0.02916489, -0.00061936]), array([-0.01943427,  0.01967385, -0.00023958]), array([-0.01740554, -0.01724158,  0.03464712])]"
W060,t_3,185208.49863414653,0.001,3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_3']","[array([ 0.08681305,  0.09936915, -0.1861822 ]), array([-0.00222443, -0.00118891,  0.00341334]), array([ 0.04575025, -0.05069683,  0.00494659]), array([-0.00547083,  0.00632854, -0.00085771]), array([-0.02854809,  0.02916587, -0.00061778]), array([-0.01943514,  0.01967558, -0.00024044]), array([-0.01657965, -0.01640754,  0.03298719])]"
W060,t_4,185256.8683495701,0.001,4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_4']","[array([ 0.08661364,  0.09916589, -0.18577953]), array([-0.00222446, -0.00118893,  0.00341339]), array([ 0.0457503 , -0.05069681,  0.00494651]), array([-0.00547142,  0.00632813, -0.00085672]), array([-0.02854977,  0.02916649, -0.00061672]), array([-0.01943573,  0.01967669, -0.00024095]), array([-0.01586854, -0.01568278,  0.03155132])]"
W060,t_5,185297.39296064398,0.001,5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_5']","[array([ 0.08643964,  0.09898812, -0.18542776]), array([-0.00222452, -0.00118897,  0.00341349]), array([ 0.04575034, -0.05069678,  0.00494645]), array([-0.00547177,  0.00632792, -0.00085615]), array([-0.02855099,  0.02916692, -0.00061593]), array([-0.01943617,  0.01967747, -0.0002413 ]), array([-0.01524635, -0.01504712,  0.03029347])]"
W060,t_6,185331.94963637815,0.001,6,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_6']","[array([ 0.08628515,  0.098831  , -0.18511615]), array([-0.00222461, -0.00118904,  0.00341365]), array([ 0.04575038, -0.05069676,  0.00494638]), array([-0.00547199,  0.0063278 , -0.00085581]), array([-0.02855196,  0.02916722, -0.00061527]), array([-0.01943653,  0.01967805, -0.00024152]), array([-0.01469285, -0.01448427,  0.02917713])]"
W060,t_7,185361.84510917737,0.001,7,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_7']","[array([ 0.08614669,  0.09869024, -0.18483693]), array([-0.00222471, -0.00118913,  0.00341383]), array([ 0.0457504 , -0.05069674,  0.00494634]), array([-0.00547215,  0.00632773, -0.00085558]), array([-0.02855275,  0.02916745, -0.0006147 ]), array([-0.01943684,  0.01967851, -0.00024167]), array([-0.01419612, -0.01397936,  0.02817548])]"
W060,t_2,153911.8795358511,0.05,2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_violation_exp_2']","[array([ 0.41290749,  0.42264119, -0.83554868]), array([-0.36921561,  0.36504063,  0.00417498]), array([ 0.58726776, -0.63299279,  0.04572504]), array([-0.06259762,  0.08181403, -0.01921641]), array([-0.18232506,  0.19947811, -0.01715305]), array([-0.13823195,  0.13976053, -0.00152858]), array([-1.12704225, -1.12166879,  2.24871104])]"
