animal_id,model_name,nll,sigma,features,weights
W066,prev_reward_filter,164580.98517617618,3.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.38152755,  0.32738842, -0.70891598]), array([-1.26197246, -1.19743639,  2.45940885]), array([-0.3717843 ,  0.36411244,  0.00767186]), array([ 0.58901115, -0.63345092,  0.04443977]), array([-0.06536928,  0.07048732, -0.00511804]), array([-0.18071071,  0.19145749, -0.01074678]), array([-0.12528914,  0.12743858, -0.00214945]), array([ 0.15417067,  0.237386  , -0.39155667])]"
W066,prev_reward_inc_delay,164646.74802093906,3.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.41913652,  0.39771124, -0.81684776]), array([-1.30619851, -1.27681246,  2.58301097]), array([-0.37177168,  0.3642287 ,  0.00754298]), array([ 0.58893796, -0.63345659,  0.04451862]), array([-0.06508326,  0.0710939 , -0.00601064]), array([-0.18070718,  0.19168438, -0.0109772 ]), array([-0.12508403,  0.12769443, -0.0026104 ]), array([ 0.0979243 ,  0.14088896, -0.23881325]), array([ 0.05046257, -0.09052731,  0.04006473])]"
W066,psytrack,187654.78539400193,5.0,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03985418,  0.04627798, -0.08613216]), array([-0.37181699,  0.36048557,  0.01133142]), array([ 0.58994437, -0.62247502,  0.03253065]), array([-0.0760217 ,  0.08319381, -0.00717212]), array([-0.21406644,  0.21689735, -0.00283091]), array([-0.1471278 ,  0.14995664, -0.00282884])]"
W066,prev_violation,175030.9706526563,5.0,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.25194429,  0.25840456, -0.51034885]), array([-0.60353628, -0.60907027,  1.21260656]), array([-0.37206744,  0.36204654,  0.0100209 ]), array([ 0.5893487 , -0.62790957,  0.03856087]), array([-0.05998166,  0.08032897, -0.02034731]), array([-0.17999439,  0.19201988, -0.01202549]), array([-0.13301731,  0.13462263, -0.00160532])]"
W066,prev_violation_filter,164957.2959113565,5.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.48537812,  0.49262759, -0.9780057 ]), array([-1.38322838, -1.39234389,  2.77557227]), array([-0.37157464,  0.36388198,  0.00769266]), array([ 0.5887932 , -0.63266499,  0.04387179]), array([-0.06094592,  0.07849606, -0.01755013]), array([-0.18164602,  0.19327551, -0.01162948]), array([-0.13071301,  0.13415586, -0.00344285])]"
W066,prev_reward,164644.4917689132,5.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.42247666,  0.39150499, -0.81398165]), array([-1.30855591, -1.27164183,  2.58019774]), array([-0.37165418,  0.36404228,  0.0076119 ]), array([ 0.58882205, -0.63325738,  0.04443533]), array([-0.06500939,  0.07096097, -0.00595159]), array([-0.18053039,  0.19117432, -0.01064393]), array([-0.12525387,  0.12814093, -0.00288707]), array([ 0.09479316,  0.14637493, -0.24116809])]"
W066,prev_reward_filter,164580.98753982715,5.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.38153447,  0.32739487, -0.70892934]), array([-1.26198699, -1.19744985,  2.45943684]), array([-0.37178495,  0.36411312,  0.00767183]), array([ 0.5890119 , -0.63345185,  0.04443995]), array([-0.06536909,  0.07048757, -0.00511848]), array([-0.18071069,  0.19145756, -0.01074687]), array([-0.12528936,  0.12743882, -0.00214946]), array([ 0.15416529,  0.23738111, -0.3915464 ])]"
W066,prev_reward_inc_delay,164646.75167173136,5.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.41914181,  0.39771666, -0.81685847]), array([-1.30621136, -1.27682515,  2.58303651]), array([-0.37177233,  0.36422938,  0.00754294]), array([ 0.58893872, -0.63345754,  0.04451882]), array([-0.0650831 ,  0.07109413, -0.00601102]), array([-0.18070716,  0.19168447, -0.01097731]), array([-0.12508422,  0.12769461, -0.00261039]), array([ 0.09792156,  0.14088609, -0.23880765]), array([ 0.05046159, -0.09053136,  0.04006977])]"
W068,psytrack,188582.07605948736,0.0,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03444505,  0.03975106, -0.07419611]), array([-0.35542417,  0.3492622 ,  0.00616197]), array([ 0.57321171, -0.61105366,  0.03784194]), array([-0.07622275,  0.08313714, -0.00691439]), array([-0.21692838,  0.22251386, -0.00558548]), array([-0.15008751,  0.15024783, -0.00016032])]"
W068,prev_violation,175333.01288395692,0.0,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.24665485,  0.2526538 , -0.49930866]), array([-0.59764507, -0.60644025,  1.20408532]), array([-0.3567455,  0.3498306,  0.0069149]), array([ 0.57297432, -0.61612277,  0.04314845]), array([-0.06048331,  0.07990307, -0.01941976]), array([-0.18153461,  0.19664575, -0.01511113]), array([-0.13599637,  0.13369858,  0.00229779])]"
W068,prev_violation_filter,165393.101972854,0.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.48369983,  0.48886033, -0.97256017]), array([-1.38104155, -1.38474912,  2.76579067]), array([-0.35680801,  0.35128615,  0.00552186]), array([ 0.57286771, -0.62097684,  0.04810912]), array([-0.06189652,  0.07751344, -0.01561692]), array([-0.18370833,  0.19728448, -0.01357615]), array([-0.13357933,  0.13306881,  0.00051053])]"
W068,prev_reward,165067.91054773246,0.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.4262214 ,  0.38473551, -0.81095691]), array([-1.3128288 , -1.26075462,  2.57358342]), array([-0.35691149,  0.35155259,  0.00535889]), array([ 0.57289259, -0.62175062,  0.04885803]), array([-0.06552101,  0.06995485, -0.00443384]), array([-0.18269515,  0.19495773, -0.01226258]), array([-0.12809206,  0.12679653,  0.00129553]), array([ 0.08751465,  0.15082517, -0.23833983])]"
W068,prev_reward_filter,164993.86228212825,0.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.38805794,  0.32019758, -0.70825552]), array([-1.26955621, -1.18614279,  2.455699  ]), array([-0.35706158,  0.35164679,  0.00541479]), array([ 0.5730857 , -0.62203232,  0.04894662]), array([-0.0659284 ,  0.06947937, -0.00355097]), array([-0.18282806,  0.19532759, -0.01249954]), array([-0.12813315,  0.12605249,  0.00208067]), array([ 0.14319573,  0.24265146, -0.38584719])]"
W068,prev_reward_inc_delay,165060.8937933099,0.0,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.42315356,  0.39058314, -0.8137367 ]), array([-1.31054651, -1.26581578,  2.57636229]), array([-0.35700421,  0.35169521,  0.00530901]), array([ 0.57297236, -0.62187009,  0.04889773]), array([-0.06558748,  0.07006236, -0.00447489]), array([-0.18280975,  0.1953107 , -0.01250095]), array([-0.12797682,  0.1264923 ,  0.00148453]), array([ 0.09038002,  0.14570206, -0.23608208]), array([ 0.0398669 , -0.073963  ,  0.03409609])]"
W068,psytrack,188889.44173070666,0.01,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.04236457,  0.04836367, -0.09072824]), array([-0.28553899,  0.27773188,  0.00780712]), array([ 0.48880514, -0.52313303,  0.03432789]), array([-0.06651485,  0.07306146, -0.00654665]), array([-0.20135616,  0.2062721 , -0.00491596]), array([-1.35079052e-01,  1.35195099e-01, -1.16007961e-04])]"
W068,prev_violation,176302.13851484185,0.01,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.20246086,  0.20866584, -0.4111267 ]), array([-0.46853274, -0.47182098,  0.94035372]), array([-0.28634128,  0.27775815,  0.00858314]), array([ 0.48880918, -0.52526612,  0.03645694]), array([-0.05627954,  0.07060829, -0.01432874]), array([-0.17658847,  0.18738867, -0.01080019]), array([-0.12455799,  0.12307368,  0.00148431])]"
W068,prev_violation_filter,170149.98104528405,0.01,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.2745956 ,  0.28022214, -0.55481774]), array([-0.73845755, -0.73832701,  1.47678455]), array([-0.28586895,  0.27847261,  0.00739634]), array([ 0.48924389, -0.52531393,  0.03607006]), array([-0.05962826,  0.06947789, -0.00984963]), array([-0.18349828,  0.19156264, -0.00806436]), array([-0.12560473,  0.12531257,  0.00029215])]"
W068,prev_reward,169092.13494917256,0.01,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.1709862 ,  0.14511128, -0.31609748]), array([-0.65362258, -0.63251656,  1.28613914]), array([-0.28626422,  0.27874929,  0.00751494]), array([ 0.48928522, -0.5271007 ,  0.03781548]), array([-0.06748949,  0.05786666,  0.00962284]), array([-0.17940338,  0.18679475, -0.00739137]), array([-0.11339287,  0.11235391,  0.00103896]), array([ 0.19278456,  0.24068953, -0.43347409])]"
W068,prev_reward_filter,168518.9085845842,0.01,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.11741278,  0.08662904, -0.20404181]), array([-0.61274801, -0.58849064,  1.20123867]), array([-0.28648097,  0.27879675,  0.00768422]), array([ 0.4894925 , -0.52744022,  0.03794772]), array([-0.0669285 ,  0.05869307,  0.00823543]), array([-0.17920618,  0.18710586, -0.00789967]), array([-0.1145136 ,  0.11252405,  0.00198956]), array([ 0.28274315,  0.33893694, -0.6216801 ])]"
W068,prev_reward_inc_delay,169084.99802536564,0.01,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.16874933,  0.1448086 , -0.31355793]), array([-0.65241041, -0.63215312,  1.28456353]), array([-0.28630717,  0.27873881,  0.00756836]), array([ 0.48929705, -0.5270903 ,  0.03779325]), array([-0.06747953,  0.05786712,  0.00961242]), array([-0.1793984 ,  0.18675027, -0.00735186]), array([-0.11342683,  0.11241353,  0.00101331]), array([ 0.19457031,  0.24082954, -0.43539985]), array([ 0.03883066,  0.00574047, -0.04457112])]"
W068,psytrack,188586.29714930794,0.05,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03485022,  0.0401903 , -0.07504052]), array([-0.35200519,  0.34576057,  0.0062446 ]), array([ 0.56909615, -0.60677408,  0.03767793]), array([-0.07575589,  0.08265491, -0.00689902]), array([-0.21621845,  0.22177153, -0.00555307]), array([-0.14935502,  0.14951219, -0.00015717])]"
W068,prev_violation,175341.970205197,0.05,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.24429648,  0.25029432, -0.4945908 ]), array([-0.59098308, -0.59937217,  1.1903556 ]), array([-0.35330047,  0.34628291,  0.00701786]), array([ 0.5688752 , -0.61164042,  0.04276501]), array([-0.06031924,  0.07944515, -0.01912622]), array([-0.18138048,  0.19624355, -0.0148631 ]), array([-0.13543829,  0.13318631,  0.00225214])]"
W068,prev_violation_filter,165433.86045711424,0.05,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.46478348,  0.46994606, -0.93472954]), array([-1.32363147, -1.32688035,  2.65051181]), array([-0.35328878,  0.34766736,  0.00562141]), array([ 0.56889761, -0.61586183,  0.04696422]), array([-0.06201403,  0.07709319, -0.01507915]), array([-0.1841121 ,  0.19718695, -0.01307485]), array([-0.133322  ,  0.13282331,  0.00049868])]"
W068,prev_reward,165109.7783283341,0.05,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.39978708,  0.3594049 , -0.75919198]), array([-1.24817972, -1.19952122,  2.44770095]), array([-0.35340481,  0.34797126,  0.00543356]), array([ 0.56888778, -0.61680316,  0.04791538]), array([-0.06623932,  0.06890102, -0.0026617 ]), array([-0.18284275,  0.19463426, -0.01179151]), array([-0.12704963,  0.12580779,  0.00124184]), array([ 0.10102704,  0.16348331, -0.26451035])]"
W068,prev_reward_filter,165033.57083998813,0.05,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.35378951,  0.28918223, -0.64297174]), array([-1.19706206, -1.12094959,  2.31801165]), array([-0.35357454,  0.34808394,  0.00549059]), array([ 0.56907833, -0.61717095,  0.04809262]), array([-0.0668076 ,  0.06830935, -0.00150175]), array([-0.18291843,  0.19499575, -0.01207732]), array([-0.12697816,  0.1248906 ,  0.00208757]), array([ 0.16938039,  0.26543353, -0.43481392])]"
W068,prev_reward_inc_delay,165103.17226871458,0.05,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.39627858,  0.36382877, -0.76010735]), array([-1.24554304, -1.20307798,  2.44862102]), array([-0.35349934,  0.34807848,  0.00542086]), array([ 0.5689618 , -0.61688725,  0.04792545]), array([-0.0662985 ,  0.06898448, -0.00268598]), array([-0.18293497,  0.19490419, -0.01196922]), array([-0.12695878,  0.12557378,  0.00138501]), array([ 0.10421041,  0.15955312, -0.26376353]), array([ 0.04560941, -0.05747459,  0.01186518])]"
W068,psytrack,188583.03764240665,0.1,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03454725,  0.03986184, -0.07440908]), array([-0.35456328,  0.34838049,  0.00618279]), array([ 0.5721755 , -0.60997621,  0.03780071]), array([-0.07610525,  0.08301579, -0.00691054]), array([-0.21675004,  0.22232736, -0.00557732]), array([-0.14990305,  0.15006256, -0.00015951])]"
W068,prev_violation,175334.86686679273,0.1,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.24605885,  0.25205738, -0.49811623]), array([-0.59596391, -0.60465495,  1.20061886]), array([-0.35587809,  0.34893699,  0.0069411 ]), array([ 0.57194233, -0.61499351,  0.04305118]), array([-0.06044238,  0.07978767, -0.01934529]), array([-0.18149659,  0.19654483, -0.01504824]), array([-0.13585582,  0.1335696 ,  0.00228622])]"
W068,prev_violation_filter,165397.81000176165,0.1,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.47873306,  0.48389336, -0.96262642]), array([-1.36596917, -1.36955353,  2.7355227 ]), array([-0.35592081,  0.35037394,  0.00554687]), array([ 0.57187132, -0.61967865,  0.04780734]), array([-0.06193082,  0.0774063 , -0.01547548]), array([-0.18381769,  0.19726214, -0.01344444]), array([-0.13351699,  0.13300947,  0.00050752])]"
W068,prev_reward,165073.03734696057,0.1,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.41921759,  0.37801892, -0.79723651]), array([-1.29572975, -1.24457082,  2.54030056]), array([-0.35602696,  0.35065078,  0.00537618]), array([ 0.5718863 , -0.62049681,  0.04861051]), array([-0.06571559,  0.06967858, -0.00396299]), array([-0.18273837,  0.19487578, -0.0121374 ]), array([-0.12782243,  0.1265427 ,  0.00127973]), array([ 0.09111584,  0.15420896, -0.24532479])]"
W068,prev_reward_filter,164998.548295671,0.1,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.37882228,  0.31181512, -0.6906374 ]), array([-1.25014039, -1.16869396,  2.41883447]), array([-0.35618204,  0.35075065,  0.00543161]), array([ 0.57207846, -0.6208024 ,  0.04872373]), array([-0.06617195,  0.06916615, -0.00299438]), array([-0.1828562 ,  0.19524289, -0.01238653]), array([-0.12782882,  0.12574774,  0.0020808 ]), array([ 0.15034738,  0.24891998, -0.39926772])]"
W068,prev_reward_inc_delay,165066.028999275,0.1,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.41601181,  0.38346116, -0.79947297]), array([-1.29333183, -1.24919592,  2.54252773]), array([-0.35612045,  0.35078336,  0.00533713]), array([ 0.57196473, -0.62060601,  0.0486413 ]), array([-0.06578021,  0.06977931, -0.00399911]), array([-0.18284684,  0.19520546, -0.01235861]), array([-0.1277138 ,  0.126258  ,  0.00145577]), array([ 0.09408233,  0.14942427, -0.24350664]), array([ 0.04157497, -0.06933952,  0.02776455])]"
W068,psytrack,188582.31049911727,0.2,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03447066,  0.03977881, -0.07424947]), array([-0.35520856,  0.34904138,  0.00616718]), array([ 0.5729522 , -0.61078381,  0.03783162]), array([-0.07619333,  0.08310676, -0.00691343]), array([-0.21688374,  0.22246718, -0.00558344]), array([-0.15004131,  0.15020142, -0.00016012])]"
W068,prev_violation,175333.45174997757,0.2,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.24650545,  0.25250428, -0.49900973]), array([-0.59722376, -0.60599274,  1.20321657]), array([-0.35652825,  0.34960679,  0.00692149]), array([ 0.57271591, -0.61583986,  0.04312409]), array([-0.06047309,  0.07987415, -0.01940108]), array([-0.18152512,  0.19662052, -0.01509533]), array([-0.13596119,  0.13366626,  0.00229486])]"
W068,prev_violation_filter,165393.89723297328,0.2,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.48244204,  0.48760244, -0.97004448]), array([-1.37722466, -1.38090085,  2.75812552]), array([-0.35658577,  0.35105759,  0.00552808]), array([ 0.57261837, -0.62065103,  0.0480326 ]), array([-0.06190543,  0.07748651, -0.01558109]), array([-0.1837362 ,  0.19727907, -0.01354275]), array([-0.13356387,  0.13305412,  0.00050978])]"
W068,prev_reward,165068.81339381036,0.2,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.42444346,  0.38303015, -0.80747361]), array([-1.30848998, -1.25664888,  2.56513886]), array([-0.35668983,  0.35132673,  0.00536311]), array([ 0.57264069, -0.62143605,  0.04879535]), array([-0.06557067,  0.06988492, -0.00431424]), array([-0.18270638,  0.19493716, -0.01223078]), array([-0.12802404,  0.12673264,  0.0012914 ]), array([ 0.08843013,  0.15168604, -0.24011618])]"
W068,prev_reward_filter,164994.6510770433,0.2,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.38570254,  0.31805821, -0.70376075]), array([-1.26461248, -1.18170071,  2.44631313]), array([-0.35684121,  0.3514224 ,  0.00541881]), array([ 0.57283359, -0.62172386,  0.04889029]), array([-0.06599092,  0.06939965, -0.00340876]), array([-0.18283555,  0.19530621, -0.01247083]), array([-0.12805591,  0.12597542,  0.00208065]), array([ 0.14502574,  0.24425849, -0.38928428])]"
W068,prev_reward_inc_delay,165061.7901827072,0.2,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.42133906,  0.38877285, -0.81011191]), array([-1.30617676, -1.26159664,  2.56777341]), array([-0.35678284,  0.3514667 ,  0.005316  ]), array([ 0.57272008, -0.62155292,  0.04883262]), array([-0.0656367 ,  0.06999065, -0.00435403]), array([-0.18281942,  0.19528412, -0.01246471]), array([-0.12791049,  0.12643343,  0.00147707]), array([ 0.09132241,  0.14665046, -0.23797284]), array([ 0.04031369, -0.0727713 ,  0.03245761])]"
W068,psytrack,188582.17976215345,0.3,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03445644,  0.0397634 , -0.07421984]), array([-0.35532831,  0.34916402,  0.00616429]), array([ 0.57309633, -0.61093369,  0.03783735]), array([-0.07620967,  0.08312363, -0.00691396]), array([-0.21690853,  0.22249311, -0.00558458]), array([-0.15006697,  0.1502272 , -0.00016023])]"
W068,prev_violation,175333.20590323175,0.3,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.24658842,  0.25258731, -0.49917573]), array([-0.59745775, -0.60624127,  1.20369901]), array([-0.35664891,  0.34973109,  0.00691783]), array([ 0.57285939, -0.61599701,  0.04313758]), array([-0.06047877,  0.0798902 , -0.01941144]), array([-0.18153041,  0.19663452, -0.01510411]), array([-0.13598072,  0.13368423,  0.0022965 ])]"
W068,prev_violation_filter,165393.42314580767,0.3,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.48313948,  0.48829993, -0.9714394 ]), array([-1.37934108, -1.38303465,  2.76237574]), array([-0.35670919,  0.35118454,  0.00552464]), array([ 0.57275686, -0.62083194,  0.04807502]), array([-0.0619005 ,  0.07750146, -0.01560096]), array([-0.18372077,  0.19728207, -0.01356128]), array([-0.13357248,  0.13306229,  0.00051019])]"
W068,prev_reward,165068.2796440537,0.3,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.42542893,  0.38397536, -0.80940429]), array([-1.31089502, -1.2589248 ,  2.56981982]), array([-0.35681292,  0.35145218,  0.00536076]), array([ 0.57278062, -0.6216107 ,  0.04883013]), array([-0.06554317,  0.0699237 , -0.00438053]), array([-0.18270017,  0.19494859, -0.01224839]), array([-0.12806178,  0.12676809,  0.00129366]), array([ 0.0879228 ,  0.15120903, -0.23913186])]"
W068,prev_reward_filter,164994.18013720372,0.3,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.38700715,  0.31924304, -0.70625019]), array([-1.2673513 , -1.18416176,  2.45151307]), array([-0.35696358,  0.35154702,  0.00541657]), array([ 0.5729736 , -0.62189513,  0.04892153]), array([-0.06595633,  0.06944382, -0.0034875 ]), array([-0.18283139,  0.1953181 , -0.0124867 ]), array([-0.12809876,  0.12601814,  0.00208063]), array([ 0.14401264,  0.24336908, -0.38738173])]"
W068,prev_reward_inc_delay,165061.259245069,0.3,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.42234466,  0.38977605, -0.81212072]), array([-1.30859884, -1.2639352 ,  2.57253404]), array([-0.35690577,  0.35159363,  0.00531214]), array([ 0.57286024, -0.62172899,  0.04886875]), array([-0.06560943,  0.07003043, -0.004421  ]), array([-0.18281408,  0.19529887, -0.01248479]), array([-0.1279473 ,  0.12646611,  0.00148119]), array([ 0.09080027,  0.14612507, -0.23692534]), array([ 0.04006716, -0.0734303 ,  0.03336314])]"
W068,psytrack,188582.13429375106,0.4,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03445146,  0.039758  , -0.07420946]), array([-0.35537021,  0.349207  ,  0.0061633 ]), array([ 0.57314681, -0.61098616,  0.03783936]), array([-0.07621538,  0.08312955, -0.00691414]), array([-0.21691714,  0.22250226, -0.0055849 ]), array([-0.15007597,  0.15023621, -0.00016029])]"
W068,prev_violation,175333.12105243243,0.4,"['bias', 'prev_violation', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.24661748,  0.2526164 , -0.49923387]), array([-0.59753969, -0.6063283 ,  1.20386799]), array([-0.35669117,  0.34977461,  0.00691655]), array([ 0.57290967, -0.61605202,  0.04314234]), array([-0.06048075,  0.07989583, -0.01941508]), array([-0.18153225,  0.19663943, -0.01510718]), array([-0.13598757,  0.1336905 ,  0.00229706])]"
W068,prev_violation_filter,165393.27624008968,0.4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.48338437,  0.48854484, -0.97192921]), array([-1.38008423, -1.38378392,  2.76386816]), array([-0.35675242,  0.35122899,  0.00552342]), array([ 0.57280537, -0.6208953 ,  0.04808994]), array([-0.06189876,  0.0775067 , -0.01560793]), array([-0.18371534,  0.19728312, -0.01356778]), array([-0.13357548,  0.13306514,  0.00051034])]"
W068,prev_reward,165068.11178404535,0.4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded']","[array([ 0.42577519,  0.38430749, -0.81008268]), array([-1.31173996, -1.25972431,  2.57146437]), array([-0.35685605,  0.35149609,  0.00535994]), array([ 0.5728298 , -0.62167171,  0.0488425 ]), array([-0.06553349,  0.06993732, -0.00440381]), array([-0.182698  ,  0.19495258, -0.0122546 ]), array([-0.12807485,  0.1267807 ,  0.00129465]), array([ 0.08774448,  0.15104132, -0.23878584])]"
W068,prev_reward_filter,164994.03457140896,0.4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded_exp_1']","[array([ 0.38746611,  0.31965992, -0.70712603]), array([-1.26831451, -1.1850271 ,  2.45334161]), array([-0.35700644,  0.35159067,  0.00541578]), array([ 0.57302264, -0.62195514,  0.04893249]), array([-0.06594414,  0.06945935, -0.00351522]), array([-0.18282993,  0.19532225, -0.01249231]), array([-0.12811379,  0.12603315,  0.00208065]), array([ 0.14365595,  0.24305578, -0.38671172])]"
W068,prev_reward_inc_delay,165061.0928289958,0.4,"['bias', 'prev_violation_exp_4', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice', 'prev_rewarded', 'prev_delayed_rewarded']","[array([ 0.42269807,  0.39012866, -0.81282673]), array([-1.30944984, -1.26475689,  2.57420672]), array([-0.35694883,  0.35163806,  0.00531076]), array([ 0.57290928, -0.62179071,  0.0488814 ]), array([-0.06559985,  0.07004438, -0.00444454]), array([-0.18281225,  0.19530399, -0.0124919 ]), array([-0.12796021,  0.12647756,  0.00148264]), array([ 0.09061669,  0.1459403 , -0.23655698]), array([ 0.03997988, -0.07366275,  0.03368287])]"
W068,psytrack,188582.11330184835,0.5,"['bias', 's_a', 's_b', 'prev_sound_avg', 'prev_correct', 'prev_choice']","[array([ 0.03444915,  0.0397555 , -0.07420466]), array([-0.3553905 ,  0.34922601,  0.00616196]), array([ 0.57317098, -0.61100965,  0.0378411 ]), array([-0.0762181 ,  0.08313222, -0.00691429]), array([-0.21692138,  0.22250624, -0.00558531]), array([-0.15008043,  0.15024008, -0.00016061])]"
