animal_id,trained_prev_not_started
W051,0.011520980085738779
W060,0.011816839256019111
W065,0.013570338790581043
W066,0.0018505135962535843
W068,0.014278485544691398
W072,0.020044942635605238
W073,0.009217428583670067
W074,0.004356985109562869
W075,0.002863625622477568
W078,0.013286274864231494
W080,0.013809410806826563
W081,0.011830561265605001
W083,0.015392216626682102
W088,0.01894788653239286
W089,0.016077420919042077
W094,0.0076697139079469605
